Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Purchases and operating expenses,Financial performance,Thousand Dollars,214521,2017
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Purchases and operating expenses,Financial performance,Thousand Dollars,247885,2018
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Purchases and operating expenses,Financial performance,Thousand Dollars,288604,2019
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Purchases and operating expenses,Financial performance,Thousand Dollars,336016,2020
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Purchases and operating expenses,Financial performance,Thousand Dollars,331583,2021
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Opening stocks,Financial performance,Thousand Dollars,228348,2017
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Opening stocks,Financial performance,Thousand Dollars,284277,2018
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Opening stocks,Financial performance,Thousand Dollars,312574,2019
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Opening stocks,Financial performance,Thousand Dollars,319068,2020
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Opening stocks,Financial performance,Thousand Dollars,309516,2021
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Closing stocks,Financial performance,Thousand Dollars,242753,2017
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Closing stocks,Financial performance,Thousand Dollars,302496,2018
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Closing stocks,Financial performance,Thousand Dollars,333557,2019
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Closing stocks,Financial performance,Thousand Dollars,311564,2020
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Closing stocks,Financial performance,Thousand Dollars,310039,2021
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Surplus before income tax,Financial performance,Thousand Dollars,58316,2017
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Surplus before income tax,Financial performance,Thousand Dollars,97789,2018
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Surplus before income tax,Financial performance,Thousand Dollars,69750,2019
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Surplus before income tax,Financial performance,Thousand Dollars,51309,2020
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Surplus before income tax,Financial performance,Thousand Dollars,66776,2021
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total assets,Financial position,Thousand Dollars,2598018,2017
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total assets,Financial position,Thousand Dollars,3008585,2018
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total assets,Financial position,Thousand Dollars,3218596,2019
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total assets,Financial position,Thousand Dollars,3530499,2020
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total assets,Financial position,Thousand Dollars,3664266,2021
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current assets,Financial position,Thousand Dollars,370801,2017
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current assets,Financial position,Thousand Dollars,510922,2018
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current assets,Financial position,Thousand Dollars,538461,2019
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current assets,Financial position,Thousand Dollars,612762,2020
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current assets,Financial position,Thousand Dollars,652857,2021
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Fixed tangible assets,Financial position,Thousand Dollars,1770868,2017
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Fixed tangible assets,Financial position,Thousand Dollars,2052436,2018
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Fixed tangible assets,Financial position,Thousand Dollars,2182574,2019
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Fixed tangible assets,Financial position,Thousand Dollars,2351707,2020
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Fixed tangible assets,Financial position,Thousand Dollars,2465881,2021
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Other assets,Financial position,Thousand Dollars,456349,2017
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Other assets,Financial position,Thousand Dollars,445226,2018
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Other assets,Financial position,Thousand Dollars,497561,2019
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Other assets,Financial position,Thousand Dollars,566030,2020
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Other assets,Financial position,Thousand Dollars,545528,2021
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total equity and liabilities,Financial position,Thousand Dollars,2598018,2017
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total equity and liabilities,Financial position,Thousand Dollars,3008585,2018
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total equity and liabilities,Financial position,Thousand Dollars,3218596,2019
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total equity and liabilities,Financial position,Thousand Dollars,3530499,2020
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total equity and liabilities,Financial position,Thousand Dollars,3664266,2021
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Shareholders funds or owners equity,Financial position,Thousand Dollars,2116521,2017
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Shareholders funds or owners equity,Financial position,Thousand Dollars,2423819,2018
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Shareholders funds or owners equity,Financial position,Thousand Dollars,2606739,2019
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Shareholders funds or owners equity,Financial position,Thousand Dollars,2820462,2020
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Shareholders funds or owners equity,Financial position,Thousand Dollars,2945909,2021
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current liabilities,Financial position,Thousand Dollars,132539,2017
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current liabilities,Financial position,Thousand Dollars,176604,2018
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current liabilities,Financial position,Thousand Dollars,167514,2019
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current liabilities,Financial position,Thousand Dollars,192920,2020
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current liabilities,Financial position,Thousand Dollars,227469,2021
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Other liabilities,Financial position,Thousand Dollars,348958,2017
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Other liabilities,Financial position,Thousand Dollars,408162,2018
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Other liabilities,Financial position,Thousand Dollars,444343,2019
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Other liabilities,Financial position,Thousand Dollars,517117,2020
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Other liabilities,Financial position,Thousand Dollars,490887,2021
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total income per employee count,Financial ratios,Dollars,277619,2017
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total income per employee count,Financial ratios,Dollars,340953,2018
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total income per employee count,Financial ratios,Dollars,321869,2019
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total income per employee count,Financial ratios,Dollars,292861,2020
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total income per employee count,Financial ratios,Dollars,287899,2021
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Surplus per employee count,Financial ratios,Dollars,47704,2017
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Surplus per employee count,Financial ratios,Dollars,78922,2018
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Surplus per employee count,Financial ratios,Dollars,50954,2019
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Surplus per employee count,Financial ratios,Dollars,29386,2020
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Surplus per employee count,Financial ratios,Dollars,37535,2021
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current ratio,Financial ratios,Percent,279.8,2017
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current ratio,Financial ratios,Percent,289.3,2018
Table 6,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current ratio,Financial ratios,Percent,321.4,2019
