Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2010.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,1
2010.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,485
2010.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,15
2010.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,0
2010.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,15
2010.03,Central government institutions funded social insurance schemes,312,Closing balance net worth,LE00000,B900000,20011
2010.03,Central government institutions funded social insurance schemes,312,Closing balance total liabilities and net worth,LE00000,L000000,20577
2010.03,Local government institutions,321,Closing balance total assets,LE00000,A000000,72699
2010.03,Local government institutions,321,Financial assets Closing balance Total financial assets,LE00000,AFA0000,10389
2010.03,Local government institutions,321,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2010.03,Local government institutions,321,Financial assets Closing balance currency and deposits,LE00000,AFA0200,839
2010.03,Local government institutions,321,Financial assets Closing balance debt securities,LE00000,AFA0300,808
2010.03,Local government institutions,321,Financial assets Closing balance loans,LE00000,AFA0400,1280
2010.03,Local government institutions,321,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,6173
2010.03,Local government institutions,321,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2010.03,Local government institutions,321,Financial assets Closing balance financial derivatives,LE00000,AFA0700,130
2010.03,Local government institutions,321,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1159
2010.03,Local government institutions,321,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,9277
2010.03,Local government institutions,321,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2010.03,Local government institutions,321,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2010.03,Local government institutions,321,Financial liabilities Closing balance debt securities,LE00000,AFL0300,2224
2010.03,Local government institutions,321,Financial liabilities Closing balance loans,LE00000,AFL0400,4689
2010.03,Local government institutions,321,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2010.03,Local government institutions,321,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2010.03,Local government institutions,321,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,197
2010.03,Local government institutions,321,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,2168
2010.03,Local government institutions,321,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,62310
2010.03,Local government institutions,321,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,36796
2010.03,Local government institutions,321,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,25514
2010.03,Local government institutions,321,Closing balance net worth,LE00000,B900000,63422
2010.03,Local government institutions,321,Closing balance total liabilities and net worth,LE00000,L000000,72699
2010.03,Non-profit institutions serving households,400,Closing balance total assets,LE00000,A000000,25981
2010.03,Non-profit institutions serving households,400,Financial assets Closing balance Total financial assets,LE00000,AFA0000,10646
2010.03,Non-profit institutions serving households,400,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2010.03,Non-profit institutions serving households,400,Financial assets Closing balance currency and deposits,LE00000,AFA0200,4006
2010.03,Non-profit institutions serving households,400,Financial assets Closing balance debt securities,LE00000,AFA0300,345
2010.03,Non-profit institutions serving households,400,Financial assets Closing balance loans,LE00000,AFA0400,5267
2010.03,Non-profit institutions serving households,400,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,664
2010.03,Non-profit institutions serving households,400,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2010.03,Non-profit institutions serving households,400,Financial assets Closing balance financial derivatives,LE00000,AFA0700,52
2010.03,Non-profit institutions serving households,400,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,312
2010.03,Non-profit institutions serving households,400,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,984
2010.03,Non-profit institutions serving households,400,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2010.03,Non-profit institutions serving households,400,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2010.03,Non-profit institutions serving households,400,Financial liabilities Closing balance debt securities,LE00000,AFL0300,18
2010.03,Non-profit institutions serving households,400,Financial liabilities Closing balance loans,LE00000,AFL0400,415
2010.03,Non-profit institutions serving households,400,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2010.03,Non-profit institutions serving households,400,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2010.03,Non-profit institutions serving households,400,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2010.03,Non-profit institutions serving households,400,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,551
2010.03,Non-profit institutions serving households,400,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,15335
2010.03,Non-profit institutions serving households,400,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,7215
2010.03,Non-profit institutions serving households,400,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,8120
2010.03,Non-profit institutions serving households,400,Closing balance net worth,LE00000,B900000,24997
2010.03,Non-profit institutions serving households,400,Closing balance total liabilities and net worth,LE00000,L000000,25981
2010.03,Households,511,Closing balance total assets,LE00000,A000000,1120107
2010.03,Households,511,Financial assets Closing balance Total financial assets,LE00000,AFA0000,652092
2010.03,Households,511,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2010.03,Households,511,Financial assets Closing balance currency and deposits,LE00000,AFA0200,99118
2010.03,Households,511,Financial assets Closing balance debt securities,LE00000,AFA0300,5588
2010.03,Households,511,Financial assets Closing balance loans,LE00000,AFA0400,765
2010.03,Households,511,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,501372
2010.03,Households,511,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,45249
2010.03,Households,511,Financial assets Closing balance financial derivatives,LE00000,AFA0700,0
2010.03,Households,511,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2010.03,Households,511,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,142697
2010.03,Households,511,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2010.03,Households,511,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2010.03,Households,511,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2010.03,Households,511,Financial liabilities Closing balance loans,LE00000,AFL0400,142697
2010.03,Households,511,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2010.03,Households,511,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2010.03,Households,511,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,0
2010.03,Households,511,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2010.03,Households,511,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,468016
2010.03,Households,511,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,180376
2010.03,Households,511,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,287640
2010.03,Households,511,Closing balance net worth,LE00000,B900000,977410
2010.03,Households,511,Closing balance total liabilities and net worth,LE00000,L000000,1120107
